user_id,user_name,user_fans
EycZjJS9DH2wNNPa3wbGIQ,Cliff,233
BDHDu2gEcRS6d4qz8yf7zg,Kevyne,233
QhYJx2jQdPuSq3fGe3aGcA,Lori,233
fG-K5NglgWxHg8PNu62afg,Brandon,233
0wYuREI8lQncPuDw5ztWIA,Ciara,232
a7B1ow3HSP32vA3WhZ7RpQ,Yenny,232
xc1opNkFCnAjsPXs7jqtfg,BostonBestEats,232
mD8T6tegVU9v06osh8W2sA,Bryanna,231
UTcvLszlrvXwTWCTn-4I1Q,Leona,231
GEmaBgrBPzUs92tUkIM2VA,Ter,231
ieGRxD5lUjMEEQSBqdXpEw,Courtney,231
taqZAz48zB6P0OyzHl9owQ,Luisa,231
kfAs5S1XGtZZyO0QCuXD_g,Greg,231
A06QtUzeJSiDW6MSWp3Jdg,Christy,231
SxVEA7yCAgIe-i-SsMbQkA,Alex,231
A3eAIFfkvfudRM9QeEaIJw,Imran,231
71p7Qmz3PNjfrMqpAzgK3Q,Carolina,231
wcQ_c6NvMmvplHUDor28zg,Angela F.,231
9df8KToLljo-v--Wke2W1w,Chelsea,231
kKTcYPz47sCDH1_ylnE4ZQ,Pegah,231
vFFcVgnYkhojaY0a2MEJAg,BananaSplit,231
mDvkSBth03eZtn-NjsWPXg,Ashley,231
GeamO3vL_HA4hb1WjtwaoQ,Jason,231
Z0nW1SR0Uva4fOaZzslLBQ,Jen,230
7fmAcPFBDbHWp8nxWVv2gg,Marissa,230
S1peqm0abyxbIJdu3TplUw,Brizylla,230
Xvv0P_0B57LoyGrVHGG_8A,Tiffany,230
aRFDw9Y03_ZyOA3zMMcMaw,Mary Ann,230
_1SKSmLqpHBqWh09DxQMfw,A.J.,230
qgLwRvE6JkK_KnbuT5AKmA,Marcus,229
sDjLntGYVuhp4FlKz33P_w,Cynthia,229
5mG2ENw2PylIWElqHSMGqg,John,229
TThz1MQ2SCb7L48MqoRoLw,Amanda,229
N--OQqLEjW24WHZrDfI_JQ,Dan,229
hg71CGHy9bwpgY8cGVVg4w,Alan,229
N_RiaNyUsSKNpryvVjLl_A,Rose,229
76vIFZcC7owykCBjMfGVXg,Amy,229
eniDHICq4FG2bNJXTJ9G7Q,Michael,229
